"","satisfaction_level","last_performance_rating","number_of_projects","avg_monthly_hours","years_at_company","had_work_accident","has_left_company","promoted_in_last_5_years","Department","salary_level"
"8903",0.63,0.96,4,133,2,0,0,0,"technical","low"
"8904",0.47,0.53,4,181,3,0,0,0,"technical","low"
"8905",0.2,0.5,6,282,6,1,0,0,"technical","low"
"8906",0.72,0.84,2,173,2,1,0,0,"management","high"
"8907",0.56,0.57,5,237,2,0,0,0,"IT","low"
"8908",0.7,0.74,3,202,2,0,0,0,"IT","medium"
"8909",0.59,0.82,3,162,2,0,0,0,"IT","high"
"8910",0.78,0.96,3,248,3,0,0,0,"IT","medium"
"8911",0.62,0.64,3,165,3,0,0,0,"IT","high"
"8912",0.71,0.61,2,216,2,0,0,0,"product_mng","medium"
"8913",0.72,0.45,4,143,6,0,0,0,"product_mng","medium"
"8914",0.76,0.77,3,254,3,0,0,0,"product_mng","medium"
"8915",0.83,0.56,3,186,3,0,0,0,"product_mng","medium"
"8916",0.92,0.99,4,245,4,0,0,0,"IT","medium"
"8917",0.67,0.77,3,157,3,0,0,0,"RandD","medium"
"8918",0.56,0.45,3,184,3,0,0,0,"RandD","medium"
"8919",0.91,0.63,4,210,3,0,0,0,"RandD","medium"
"8920",0.56,0.86,4,137,2,1,0,0,"RandD","high"
"8921",0.72,0.95,3,145,2,0,0,0,"RandD","low"
"8922",0.56,0.86,4,181,3,0,0,0,"marketing","medium"
"8923",0.92,0.56,3,174,3,0,0,0,"sales","medium"
"8924",0.74,0.88,5,183,3,1,0,0,"accounting","medium"
"8925",0.88,0.84,4,171,4,1,0,0,"support","medium"
"8926",0.69,0.72,2,190,2,0,0,0,"technical","medium"
"8927",0.87,0.78,4,142,3,0,0,0,"management","medium"
"8928",0.98,0.5,3,198,3,0,0,0,"marketing","medium"
"8929",0.9,0.61,3,185,3,0,0,0,"marketing","medium"
"8930",0.49,0.87,4,171,3,1,0,0,"marketing","medium"
"8931",0.78,0.57,4,264,3,0,0,0,"sales","high"
"8932",0.58,0.98,3,175,3,0,0,0,"sales","low"
"8933",0.91,0.88,5,210,2,1,0,0,"sales","low"
"8934",0.92,0.75,4,212,3,0,0,0,"sales","low"
"8935",0.36,0.66,4,97,2,0,0,0,"sales","high"
"8936",0.55,0.53,4,214,3,0,0,0,"sales","low"
"8937",0.95,0.96,4,244,3,0,0,0,"sales","low"
"8938",0.5,0.67,3,246,3,0,0,0,"sales","low"
"8939",0.42,0.73,3,115,6,0,0,0,"sales","high"
"8940",0.75,0.68,3,237,5,0,0,0,"sales","low"
"8941",0.88,0.7,4,146,4,0,0,0,"sales","low"
"8942",0.53,0.63,5,159,4,0,0,0,"sales","low"
"8943",0.84,0.4,4,246,3,0,0,0,"sales","low"
"8944",0.49,0.93,3,226,3,0,0,0,"sales","low"
"8945",0.71,0.91,3,261,3,0,0,0,"sales","low"
"8946",0.83,0.64,4,242,2,0,0,0,"sales","low"
"8947",0.88,0.93,4,177,3,0,0,0,"sales","medium"
"8948",0.87,0.53,4,144,3,0,0,0,"sales","medium"
"8949",0.43,0.82,2,221,5,0,0,0,"sales","medium"
"8950",0.8,0.9,5,265,3,0,0,0,"accounting","medium"
"8951",0.32,0.67,5,224,4,1,0,0,"accounting","medium"
"8952",0.77,0.56,3,167,4,0,0,0,"accounting","medium"
"8953",0.97,0.77,3,245,3,0,0,0,"hr","medium"
"8954",0.98,0.63,4,232,2,0,0,0,"hr","medium"
"8955",0.62,0.64,5,229,2,0,0,0,"hr","medium"
"8956",0.53,0.94,4,128,6,0,0,0,"hr","medium"
"8957",0.93,0.49,3,211,2,0,0,0,"technical","medium"
"8958",0.51,0.91,4,194,2,0,0,0,"technical","medium"
"8959",0.76,0.76,4,214,3,0,0,0,"technical","high"
"8960",0.69,0.89,3,216,4,0,0,0,"technical","low"
"8961",0.58,0.6,4,222,3,0,0,0,"technical","medium"
"8962",0.98,0.77,4,144,4,0,0,0,"technical","medium"
"8963",0.58,0.54,3,287,6,0,0,0,"technical","medium"
"8964",0.57,0.97,4,224,4,0,0,0,"technical","medium"
"8965",0.84,0.79,4,157,4,0,0,0,"technical","low"
"8966",0.15,0.67,5,216,6,0,0,0,"technical","low"
"8967",0.88,0.72,5,181,4,0,0,0,"technical","low"
"8968",0.69,0.99,3,133,3,0,0,0,"support","low"
"8969",0.56,0.84,5,154,2,1,0,0,"support","low"
"8970",0.49,0.58,3,265,3,0,0,0,"support","low"
"8971",0.4,0.45,4,113,3,0,0,0,"support","low"
"8972",0.67,0.36,3,280,4,0,0,0,"support","low"
"8973",0.79,0.5,3,213,3,1,0,0,"support","low"
"8974",0.47,0.44,5,255,5,1,0,0,"support","low"
"8975",0.82,0.54,3,243,4,0,0,0,"support","low"
"8976",0.82,0.87,3,206,2,0,0,0,"support","low"
"8977",0.63,0.57,5,149,3,0,0,0,"support","low"
"8978",0.91,0.53,2,273,3,0,0,0,"support","low"
"8979",0.89,1,4,226,2,1,0,0,"technical","low"
"8980",0.96,0.93,3,238,2,0,0,0,"technical","low"
"8981",0.83,0.72,2,226,3,0,0,0,"technical","low"
"8982",0.75,0.92,3,199,3,1,0,0,"management","low"
"8983",0.75,0.82,5,202,3,1,0,0,"IT","low"
"8984",0.41,0.69,2,152,4,1,0,0,"IT","low"
"8985",0.96,0.94,3,167,3,0,0,0,"IT","low"
"8986",0.58,0.79,4,130,3,0,0,0,"IT","medium"
"8987",0.74,0.89,3,229,3,0,0,0,"IT","medium"
"8988",0.78,0.74,4,261,3,1,0,0,"product_mng","medium"
"8989",0.5,0.72,3,182,2,1,0,0,"product_mng","medium"
"8990",1,0.52,4,198,3,0,0,0,"product_mng","medium"
"8991",0.85,0.91,3,244,3,0,0,0,"product_mng","medium"
"8992",0.82,0.89,4,275,3,0,0,0,"IT","medium"
"8993",0.19,0.81,5,245,5,0,0,0,"RandD","medium"
"8994",0.9,0.9,3,147,3,1,0,0,"RandD","medium"
"8995",0.59,1,4,275,3,0,0,0,"RandD","medium"
"8996",0.53,0.46,2,167,2,0,0,0,"RandD","medium"
"8997",0.57,0.5,5,149,5,1,0,0,"RandD","medium"
"8998",0.85,0.99,4,233,2,0,0,0,"marketing","high"
"8999",0.64,0.67,5,167,2,0,0,0,"sales","low"
"9000",0.57,0.54,3,159,3,1,0,0,"accounting","medium"
"9001",0.86,0.85,2,195,4,0,0,0,"support","medium"
"9002",0.6,0.7,5,229,2,0,0,0,"technical","medium"
"9003",0.17,0.76,4,199,5,0,0,0,"management","medium"
"9004",0.54,0.63,3,174,3,0,0,0,"marketing","low"
"9005",0.35,0.78,5,275,4,0,0,0,"marketing","low"
"9006",0.92,0.77,5,217,4,0,0,0,"marketing","low"
"9007",0.66,1,4,192,2,0,0,0,"sales","low"
"9008",0.83,0.9,4,195,3,0,0,0,"sales","low"
"9009",0.89,0.86,3,261,4,0,0,0,"sales","low"
"9010",0.94,0.61,4,199,3,0,0,0,"sales","low"
"9011",0.24,0.85,4,160,5,0,0,0,"sales","low"
"9012",0.69,0.8,3,177,4,0,0,0,"sales","low"
"9013",0.45,0.46,3,179,2,1,0,0,"sales","low"
"9014",0.78,0.93,4,161,3,0,0,0,"sales","low"
"9015",0.91,0.38,5,279,5,0,0,0,"sales","low"
"9016",0.63,0.65,4,246,6,1,0,0,"sales","low"
"9017",0.71,0.8,4,199,2,0,0,0,"sales","low"
"9018",0.73,0.69,3,161,3,0,0,0,"sales","low"
"9019",0.69,0.52,5,219,3,0,0,0,"sales","low"
"9020",0.52,0.57,5,162,3,0,0,0,"sales","low"
"9021",0.78,0.66,4,258,3,0,0,0,"sales","low"
"9022",0.94,0.69,3,269,3,0,0,0,"sales","low"
"9023",0.55,0.73,4,201,3,0,0,0,"sales","low"
"9024",0.43,0.38,2,278,3,1,0,0,"sales","low"
"9025",0.77,0.66,3,147,2,0,0,0,"sales","medium"
"9026",0.59,0.8,5,247,3,0,0,0,"accounting","medium"
"9027",0.65,0.54,4,191,4,0,0,0,"accounting","medium"
"9028",0.82,0.37,2,280,3,0,0,0,"accounting","medium"
"9029",0.31,0.72,2,191,3,0,0,0,"hr","medium"
"9030",0.84,0.65,4,264,2,0,0,0,"hr","medium"
"9031",0.15,0.4,3,236,5,0,0,0,"hr","medium"
"9032",0.64,0.52,4,271,2,1,0,0,"hr","medium"
"9033",0.48,0.63,5,129,5,0,0,0,"technical","medium"
"9034",0.82,0.58,4,249,5,0,0,0,"technical","medium"
"9035",0.99,0.54,3,188,3,0,0,0,"technical","medium"
"9036",0.8,0.52,3,147,3,1,0,0,"technical","medium"
"9037",0.94,0.92,3,273,3,0,0,0,"technical","high"
"9038",0.94,0.81,4,237,3,1,0,0,"technical","low"
"9039",0.77,0.79,3,273,2,0,0,0,"technical","medium"
"9040",0.48,0.54,3,190,3,0,0,0,"technical","medium"
"9041",0.62,0.68,3,226,3,0,0,0,"technical","medium"
"9042",0.61,0.9,4,216,3,0,0,0,"technical","medium"
"9043",0.27,0.6,6,205,5,1,0,0,"technical","low"
"9044",0.89,0.65,3,208,2,0,0,0,"support","low"
"9045",0.58,0.81,4,266,2,0,0,0,"support","low"
"9046",0.64,0.77,3,249,2,1,0,0,"support","low"
"9047",0.73,0.88,5,134,2,1,0,0,"support","low"
"9048",0.74,0.85,2,189,3,0,0,0,"support","low"
"9049",0.75,0.82,4,143,2,0,0,0,"support","low"
"9050",0.78,0.84,4,173,3,0,0,0,"support","low"
"9051",0.18,0.95,6,248,3,0,0,0,"support","low"
"9052",0.8,0.84,3,186,6,0,0,0,"support","low"
"9053",0.89,0.64,5,191,3,0,0,0,"support","low"
"9054",0.84,0.5,3,227,2,0,0,0,"support","low"
"9055",0.64,0.38,2,269,5,0,0,0,"technical","low"
"9056",0.53,0.82,3,254,3,1,0,0,"technical","low"
"9057",0.15,0.66,4,180,4,0,0,0,"technical","low"
"9058",0.66,0.62,3,144,3,0,0,0,"management","low"
"9059",0.49,0.78,5,137,3,1,0,0,"IT","low"
"9060",0.78,0.72,3,223,4,0,0,0,"IT","low"
"9061",0.39,0.75,5,286,5,0,0,0,"IT","low"
"9062",0.9,0.83,3,151,3,0,0,0,"IT","low"
"9063",0.96,0.74,5,244,2,1,0,0,"IT","low"
"9064",0.63,0.81,4,216,4,0,0,0,"product_mng","medium"
"9065",0.63,0.74,4,173,3,0,0,0,"product_mng","medium"
"9066",0.89,0.81,3,186,3,0,0,0,"product_mng","medium"
"9067",0.93,0.57,2,205,4,1,0,0,"product_mng","medium"
"9068",0.87,0.59,4,202,3,0,0,0,"IT","medium"
"9069",0.56,0.53,3,189,3,0,0,0,"RandD","medium"
"9070",0.97,0.55,4,181,5,1,0,0,"RandD","medium"
"9071",0.61,0.51,3,207,3,0,0,0,"RandD","medium"
"9072",0.73,0.46,4,240,4,1,0,0,"RandD","medium"
"9073",0.61,0.69,2,164,2,0,0,0,"RandD","medium"
"9074",0.99,0.71,4,212,2,0,0,0,"marketing","medium"
"9075",0.57,0.75,4,151,2,0,0,0,"sales","medium"
"9076",0.74,0.96,4,197,3,0,0,0,"accounting","high"
"9077",0.86,0.61,5,265,3,0,0,0,"support","low"
"9078",0.68,0.72,4,274,3,0,0,0,"technical","medium"
"9079",0.66,0.63,3,201,4,0,0,0,"management","medium"
"9080",0.86,0.89,3,250,2,0,0,0,"marketing","medium"
"9081",0.85,0.78,3,165,4,0,0,0,"marketing","medium"
"9082",0.98,0.53,5,186,3,0,0,0,"marketing","low"
"9083",0.14,0.73,5,273,4,1,0,0,"sales","low"
"9084",0.2,0.54,5,162,6,0,0,0,"sales","low"
"9085",0.9,0.97,3,141,3,0,0,0,"sales","low"
"9086",0.51,0.96,5,268,4,0,0,0,"sales","low"
"9087",0.63,0.77,3,176,2,1,0,0,"sales","low"
"9088",0.83,0.88,3,223,3,1,0,0,"sales","low"
"9089",0.67,0.72,4,218,2,1,0,0,"sales","low"
"9090",0.96,0.52,4,228,3,0,0,0,"sales","low"
"9091",0.69,0.75,3,204,3,0,0,0,"sales","low"
"9092",0.69,0.9,4,148,2,0,0,0,"sales","low"
"9093",0.64,0.94,3,221,2,0,0,0,"sales","low"
"9094",0.62,0.48,4,271,3,0,0,0,"sales","low"
"9095",0.55,0.75,3,191,3,0,0,0,"sales","low"
"9096",0.98,0.51,4,223,2,0,0,0,"sales","low"
"9097",0.83,0.78,5,250,2,1,0,0,"sales","low"
"9098",0.73,0.77,3,230,2,0,0,0,"sales","low"
"9099",0.58,0.86,3,226,2,0,0,0,"sales","low"
"9100",0.52,0.67,4,182,3,0,0,0,"sales","medium"
"9101",0.91,0.7,3,195,3,0,0,0,"sales","medium"
"9102",0.72,0.64,3,231,2,0,0,0,"accounting","medium"
"9103",0.7,0.74,3,224,3,0,0,0,"accounting","medium"
"9104",0.86,0.92,4,229,4,0,0,0,"accounting","medium"
"9105",0.82,0.57,2,158,3,1,0,0,"hr","medium"
"9106",0.83,0.78,4,242,3,1,0,0,"hr","medium"
"9107",0.99,0.64,3,183,3,0,0,0,"hr","medium"
"9108",0.88,0.58,5,213,4,0,0,0,"hr","medium"
"9109",0.68,0.74,4,263,2,1,0,0,"technical","medium"
"9110",0.9,0.49,3,237,2,0,0,0,"technical","medium"
"9111",0.59,0.67,6,126,3,0,0,0,"technical","medium"
"9112",0.76,0.71,6,168,2,0,0,0,"technical","high"
"9113",0.23,0.63,5,151,4,1,0,0,"technical","low"
"9114",0.8,0.85,4,239,3,0,0,0,"technical","medium"
"9115",0.62,0.49,4,174,3,0,0,0,"technical","medium"
"9116",0.28,0.46,5,277,6,0,0,0,"technical","medium"
"9117",0.81,0.97,3,133,3,0,0,0,"technical","medium"
"9118",0.64,0.91,4,150,3,0,0,0,"technical","low"
"9119",0.76,0.6,5,244,3,1,0,0,"technical","low"
"9120",0.79,0.87,3,232,2,0,0,0,"support","low"
"9121",0.72,0.91,3,267,2,0,0,0,"support","low"
"9122",0.22,0.59,5,162,2,0,0,0,"support","low"
"9123",0.18,0.73,5,228,5,0,0,0,"support","low"
"9124",0.91,0.49,2,180,3,0,0,0,"support","low"
"9125",0.69,0.63,2,252,3,0,0,0,"support","low"
"9126",0.91,0.66,5,212,3,0,0,0,"support","low"
"9127",0.67,0.84,4,224,3,0,0,0,"support","low"
"9128",0.98,0.62,2,240,3,1,0,0,"support","low"
"9129",0.69,0.62,4,183,4,0,0,0,"support","low"
"9130",0.96,0.74,5,160,5,1,0,0,"support","low"
"9131",0.69,0.68,4,225,3,0,0,0,"technical","low"
"9132",0.65,0.68,3,268,2,1,0,0,"technical","low"
"9133",0.7,0.75,3,221,3,0,0,0,"technical","low"
"9134",0.48,0.94,3,173,2,0,0,0,"management","low"
"9135",0.48,0.51,4,103,4,0,0,0,"IT","low"
"9136",0.16,0.89,4,196,3,1,0,0,"IT","low"
"9137",0.72,0.97,3,239,3,0,0,0,"IT","low"
"9138",0.91,0.71,3,171,2,0,0,0,"IT","low"
"9139",0.74,0.54,3,243,3,0,0,0,"IT","medium"
"9140",0.56,0.56,2,153,2,0,0,0,"product_mng","medium"
"9141",0.56,0.41,6,142,3,0,0,0,"product_mng","medium"
"9142",0.88,0.55,5,168,2,0,0,0,"product_mng","medium"
"9143",0.86,0.9,5,180,4,0,0,0,"product_mng","medium"
"9144",0.66,0.84,4,186,3,0,0,0,"IT","medium"
"9145",0.41,0.45,3,236,2,0,0,0,"RandD","medium"
"9146",0.68,0.83,5,267,3,0,0,0,"RandD","medium"
"9147",0.59,0.47,3,129,2,0,0,0,"RandD","medium"
"9148",0.52,0.78,3,181,3,0,0,0,"RandD","medium"
"9149",0.3,0.54,2,99,2,0,0,0,"RandD","medium"
"9150",0.44,0.67,5,170,3,1,0,0,"marketing","medium"
"9151",0.75,0.64,3,195,3,0,0,0,"sales","high"
"9152",0.23,0.94,4,149,6,0,0,0,"accounting","low"
"9153",0.34,0.46,6,132,2,0,0,0,"support","medium"
"9154",0.52,0.59,3,164,3,0,0,0,"technical","medium"
"9155",0.79,0.83,4,250,2,0,0,0,"management","medium"
"9156",0.5,0.77,3,204,2,0,0,0,"marketing","medium"
"9157",0.89,0.65,3,210,3,0,0,0,"marketing","low"
"9158",0.84,0.52,6,98,3,0,0,0,"marketing","low"
"9159",0.26,0.47,3,241,4,0,0,0,"sales","low"
"9160",0.57,0.96,5,203,4,0,0,0,"sales","low"
"9161",0.14,0.99,3,257,4,1,0,0,"sales","low"
"9162",0.94,0.62,5,201,2,0,0,0,"sales","low"
"9163",0.3,0.58,2,124,3,0,0,0,"sales","low"
"9164",0.29,0.43,6,175,3,0,0,0,"sales","low"
"9165",0.82,0.75,3,161,3,0,0,0,"sales","low"
"9166",0.62,0.75,4,183,4,1,0,0,"sales","low"
"9167",0.64,0.99,5,262,5,0,0,0,"sales","low"
"9168",0.17,0.52,4,184,4,0,0,0,"sales","low"
"9169",0.75,0.56,3,207,3,0,0,0,"sales","low"
"9170",0.49,0.73,4,185,3,0,0,0,"sales","low"
"9171",0.84,0.58,4,180,2,0,0,0,"sales","low"
"9172",0.48,0.96,4,224,2,1,0,0,"sales","low"
"9173",0.54,0.53,3,184,3,0,0,0,"sales","low"
"9174",0.76,0.99,5,252,3,1,0,0,"sales","low"
"9175",0.77,0.84,4,196,3,0,0,0,"sales","low"
"9176",0.95,0.97,4,203,2,0,0,0,"sales","low"
"9177",0.72,0.83,4,181,3,0,0,0,"sales","low"
"9178",0.74,0.67,4,148,3,0,0,0,"accounting","medium"
"9179",0.9,0.55,4,211,3,0,0,0,"accounting","medium"
"9180",0.67,0.55,3,246,3,0,0,0,"accounting","medium"
"9181",0.97,0.55,4,258,3,0,0,0,"hr","medium"
"9182",0.55,0.59,3,231,4,0,0,0,"hr","medium"
"9183",0.32,0.95,2,184,5,0,0,0,"hr","medium"
"9184",0.4,0.42,3,146,2,1,0,0,"hr","medium"
"9185",0.66,0.54,2,136,2,0,0,0,"technical","low"
"9186",0.7,0.77,4,266,2,0,0,0,"technical","low"
"9187",0.69,0.89,2,220,3,0,0,0,"technical","low"
"9188",0.72,0.57,2,248,2,0,0,0,"technical","low"
"9189",0.21,0.65,3,183,3,0,0,0,"technical","low"
"9190",0.91,0.9,3,169,3,0,0,0,"technical","low"
"9191",0.72,0.71,3,132,2,1,0,0,"technical","low"
"9192",0.96,0.72,3,197,3,0,0,0,"technical","low"
"9193",1,0.89,4,152,3,0,0,0,"technical","low"
"9194",0.63,0.51,3,126,6,0,0,0,"technical","low"
"9195",0.24,0.74,6,106,5,0,0,0,"technical","low"
"9196",0.44,0.38,4,128,2,0,0,0,"support","low"
"9197",0.92,0.57,3,191,3,0,0,0,"support","low"
"9198",0.51,0.51,4,189,3,0,0,0,"support","low"
"9199",0.77,0.71,5,141,3,0,0,0,"support","low"
"9200",0.8,0.97,4,220,3,0,0,0,"support","low"
"9201",0.84,0.46,5,118,3,0,0,0,"support","low"
"9202",0.91,0.88,5,223,3,0,0,0,"support","low"
"9203",0.64,0.61,3,263,3,0,0,0,"support","low"
"9204",0.15,0.59,5,209,4,1,0,0,"support","medium"
"9205",0.74,0.58,4,193,3,0,0,0,"support","medium"
"9206",0.94,0.78,4,211,3,0,0,0,"support","medium"
"9207",0.57,0.58,3,192,3,0,0,0,"technical","medium"
"9208",0.92,0.63,5,156,3,0,0,0,"technical","medium"
"9209",0.76,0.54,5,278,2,1,0,0,"technical","medium"
"9210",0.73,0.92,3,199,3,1,0,0,"management","medium"
"9211",0.24,0.6,2,194,6,0,0,0,"IT","medium"
"9212",0.42,0.47,2,125,4,0,0,0,"IT","medium"
"9213",0.92,0.82,4,96,4,0,0,0,"IT","medium"
"9214",0.92,0.94,3,234,2,1,0,0,"IT","medium"
"9215",0.68,0.55,6,181,3,0,0,0,"IT","medium"
"9216",0.49,0.86,4,246,2,0,0,0,"product_mng","medium"
"9217",0.57,0.98,3,171,3,0,0,0,"product_mng","medium"
"9218",0.3,0.66,3,198,2,0,0,0,"product_mng","medium"
"9219",0.17,0.81,5,280,4,0,0,0,"product_mng","medium"
"9220",0.91,0.49,3,267,3,0,0,0,"IT","medium"
"9221",0.83,0.91,3,251,2,0,0,0,"RandD","medium"
"9222",0.87,0.76,5,182,3,0,0,0,"RandD","medium"
"9223",0.71,0.8,4,157,3,0,0,0,"RandD","medium"
"9224",0.88,0.5,3,206,2,0,0,0,"RandD","medium"
"9225",0.63,0.94,3,237,3,1,0,0,"RandD","medium"
"9226",0.99,0.58,2,166,3,0,0,0,"marketing","medium"
"9227",0.99,0.81,4,229,2,1,0,0,"sales","medium"
"9228",0.77,0.53,5,256,3,0,0,0,"accounting","medium"
"9229",0.64,0.69,5,114,6,0,0,0,"support","medium"
"9230",0.61,1,5,243,2,0,0,0,"technical","medium"
"9231",0.37,0.82,3,199,5,0,0,0,"management","medium"
"9232",0.19,1,4,188,4,1,0,0,"marketing","medium"
"9233",0.96,0.87,4,187,2,0,0,0,"marketing","medium"
"9234",0.8,0.62,4,216,2,0,0,0,"marketing","medium"
"9235",0.14,0.63,6,215,5,0,0,0,"sales","low"
"9236",0.15,0.69,6,213,6,0,0,0,"sales","low"
"9237",0.52,0.82,4,198,4,0,0,0,"sales","low"
"9238",0.27,0.55,5,121,3,1,0,0,"sales","low"
"9239",0.97,0.96,3,212,3,0,0,0,"sales","low"
"9240",0.52,0.93,2,271,3,0,0,0,"sales","low"
"9241",0.98,0.89,3,186,2,0,0,0,"sales","low"
"9242",0.96,0.95,4,265,2,0,0,0,"sales","low"
"9243",0.28,0.92,3,151,3,0,0,0,"sales","low"
"9244",0.65,0.55,5,206,3,0,0,0,"sales","low"
"9245",0.59,0.63,4,153,3,1,0,0,"sales","low"
"9246",0.64,0.48,4,267,2,1,0,0,"sales","low"
"9247",0.71,0.48,3,161,3,0,0,0,"sales","low"
"9248",0.83,0.84,2,149,3,0,0,0,"sales","low"
"9249",0.95,0.94,2,269,4,1,0,0,"sales","low"
"9250",0.73,0.49,3,248,3,0,0,0,"sales","low"
"9251",0.81,0.75,4,243,2,0,0,0,"sales","low"
"9252",0.71,0.44,2,207,4,0,0,0,"sales","low"
"9253",0.8,0.56,6,111,6,0,0,0,"sales","low"
"9254",0.85,0.53,3,226,2,0,0,0,"accounting","low"
"9255",0.41,0.7,2,151,3,1,0,0,"accounting","low"
"9256",0.51,0.84,4,224,2,0,0,0,"accounting","medium"
"9257",0.49,0.57,4,146,4,0,0,0,"hr","medium"
"9258",0.76,0.55,4,163,2,1,0,0,"hr","medium"
"9259",0.57,0.69,4,255,3,0,0,0,"hr","medium"
"9260",0.54,0.48,6,196,2,0,0,0,"hr","medium"
"9261",0.68,0.74,3,227,2,0,0,0,"technical","medium"
"9262",0.7,0.5,3,251,2,0,0,0,"technical","medium"
"9263",0.77,0.87,4,209,3,0,0,0,"technical","medium"
"9264",0.95,0.51,3,254,4,0,0,0,"technical","medium"
"9265",0.5,0.64,3,249,2,1,0,0,"technical","low"
"9266",0.99,0.53,4,131,3,1,0,0,"technical","low"
"9267",0.94,0.51,5,142,2,0,0,0,"technical","low"
"9268",0.83,0.66,3,239,3,0,0,0,"technical","low"
"9269",0.64,0.81,3,225,3,1,0,0,"technical","low"
"9270",0.16,0.73,6,170,3,0,0,0,"technical","low"
"9271",0.83,0.71,3,254,2,0,0,0,"technical","low"
"9272",0.93,0.73,4,156,2,0,0,0,"support","low"
"9273",0.32,0.64,3,151,3,0,0,0,"support","low"
"9274",0.12,0.9,3,200,3,0,0,0,"support","low"
"9275",0.5,0.5,3,184,3,1,0,0,"support","low"
"9276",0.57,0.74,3,257,2,0,0,0,"support","low"
"9277",0.25,0.75,5,194,5,1,0,0,"support","low"
"9278",0.98,0.56,3,139,2,1,0,0,"support","low"
"9279",0.81,0.51,3,273,2,1,0,0,"support","low"
"9280",0.94,0.63,5,261,3,0,0,0,"support","low"
"9281",0.83,0.57,3,135,3,1,0,0,"support","low"
"9282",0.77,0.4,4,207,5,0,0,0,"support","low"
"9283",0.57,0.65,4,265,3,0,0,0,"technical","low"
"9284",0.18,0.96,5,208,6,0,0,0,"technical","medium"
"9285",0.67,0.71,4,159,2,1,0,0,"technical","medium"
"9286",0.35,0.47,4,151,6,0,0,0,"management","medium"
"9287",0.78,0.44,3,97,4,0,0,0,"IT","medium"
"9288",0.72,0.79,4,154,3,0,0,0,"IT","medium"
"9289",0.9,0.58,3,264,3,0,0,0,"IT","medium"
"9290",0.58,0.49,3,135,2,0,0,0,"IT","medium"
"9291",0.64,0.56,3,238,2,0,0,0,"IT","medium"
"9292",0.91,0.79,4,166,3,0,0,0,"product_mng","medium"
"9293",0.59,0.51,3,156,3,0,0,0,"product_mng","medium"
"9294",0.76,0.8,3,202,3,0,0,0,"product_mng","medium"
"9295",0.76,0.85,3,204,2,1,0,0,"product_mng","medium"
"9296",0.51,0.69,3,135,3,0,0,0,"IT","medium"
"9297",0.54,0.55,4,252,3,0,0,0,"RandD","medium"
"9298",0.67,0.93,5,254,3,1,0,0,"RandD","medium"
"9299",0.68,0.44,5,165,3,0,0,0,"RandD","medium"
"9300",0.97,0.58,3,200,2,0,0,0,"RandD","medium"
"9301",0.5,0.74,3,155,3,0,0,0,"RandD","medium"
"9302",0.81,0.52,3,162,3,0,0,0,"marketing","medium"
"9303",0.77,0.73,4,159,3,1,0,0,"sales","medium"
"9304",0.59,0.75,4,266,3,0,0,0,"accounting","medium"
"9305",1,0.96,4,155,3,0,0,0,"support","medium"
"9306",0.74,0.95,5,170,4,0,0,0,"technical","medium"
"9307",0.91,0.52,4,172,4,1,0,0,"management","high"
"9308",0.77,0.65,3,187,3,0,0,0,"marketing","low"
"9309",0.79,0.98,4,185,2,0,0,0,"marketing","medium"
"9310",0.82,0.51,5,232,3,0,0,0,"marketing","medium"
"9311",0.89,0.96,5,260,3,0,0,0,"sales","low"
"9312",0.83,0.62,4,218,3,0,0,0,"sales","low"
"9313",0.72,0.7,4,217,3,0,0,0,"sales","low"
"9314",0.7,0.74,3,212,3,0,0,0,"sales","low"
"9315",1,0.89,3,189,3,0,0,0,"sales","low"
"9316",0.57,0.66,4,158,2,0,0,0,"sales","low"
"9317",0.55,0.54,5,168,2,0,0,0,"sales","low"
"9318",0.47,0.7,4,134,3,0,0,0,"sales","low"
"9319",0.95,0.77,4,213,3,1,0,0,"sales","low"
"9320",0.29,0.57,5,149,3,0,0,0,"sales","low"
"9321",0.71,0.5,3,201,2,0,0,0,"sales","low"
"9322",0.89,0.68,4,146,3,0,0,0,"sales","low"
"9323",0.81,0.97,4,212,2,0,0,0,"sales","low"
"9324",0.72,0.64,4,140,2,0,0,0,"sales","low"
"9325",1,0.85,4,156,3,0,0,0,"sales","low"
"9326",0.79,0.49,4,163,3,0,0,0,"sales","high"
"9327",0.69,0.84,3,154,2,0,0,0,"sales","low"
"9328",0.97,0.66,4,218,3,0,0,0,"sales","high"
"9329",0.61,0.59,3,157,2,0,0,0,"sales","high"
"9330",0.71,0.89,3,222,3,0,0,0,"accounting","low"
"9331",0.96,0.76,4,152,3,1,0,0,"accounting","low"
"9332",0.77,0.73,5,263,2,0,0,0,"accounting","high"
"9333",0.57,0.99,3,231,3,0,0,0,"hr","low"
"9334",0.92,0.76,4,258,2,0,0,0,"hr","medium"
"9335",0.99,0.92,5,213,2,0,0,0,"hr","high"
"9336",0.86,0.73,3,159,3,0,0,0,"hr","medium"
"9337",0.78,0.66,4,156,3,1,0,0,"technical","low"
"9338",0.85,0.66,3,235,3,0,0,0,"technical","low"
"9339",0.38,0.6,4,190,2,0,0,0,"technical","low"
"9340",0.63,0.93,4,238,2,0,0,0,"technical","low"
"9341",0.66,0.72,4,137,3,0,0,0,"technical","low"
"9342",0.19,0.79,5,171,3,1,0,0,"technical","low"
"9343",0.63,0.59,4,249,2,0,0,0,"technical","low"
"9344",0.32,0.74,6,205,3,0,0,0,"technical","low"
